100000 100000
58414 5780 95240
4304 66921 90230
16952 83446 11222
98414 30467 72887
94429 27677 18893
64456 89078 40751
80998 14232 43609
43249 22137 81707
25519 41851 83623
75366 59521 51055
82579 82608 54424
44149 95741 33347
18054 61074 26798
626 41327 32561
93131 93575 1344
72056 62100 79343
38323 37717 62293
72580 48020 8018
8556 21218 96475
8722 18650 422
72207 49555 32126
30564 76421 83297
39531 88608 20794
12265 78944 48140
6142 2285 10400
69112 74818 83334
59339 23744 58389
60165 32574 60454
10826 45024 52445
15344 67931 47396
41325 35698 47318
36876 30542 32542
38852 88359 94974
80276 71369 84763
48277 53261 39027
20682 30366 20236
39590 44371 74022
90726 80295 54986
6178 42418 58137
65959 53201 15486
67707 12501 87054
8285 56195 12521
6510 25856 63259
61204 27372 7094
54999 39475 81161
26917 13467 44792
24464 91885 55644
50309 16981 29857
73047 8373 74017
47691 45486 83969
78449 80182 73368
4421 35003 77033
78029 73907 39509
80171 92694 8163
50874 89240 70409
7265 48470 49454
55821 81539 20355
41447 75714 92277
54572 16090 70588
73941 13102 57210
49777 50629 35440
31406 41636 77207
7000 67717 5903
77103 11580 10536
9200 13605 55953
9142 76901 59505
55676 61893 89437
30443 80734 76083
61816 69866 19701
70837 92144 18806
85909 28462 7931
37891 95886 23316
40677 1780 32529
57339 88888 90873
54134 51595 56623
34062 32504 17540
73725 65479 88050
70795 88929 6481
73364 37570 19324
89449 60896 36014
20986 88403 86616
88800 92860 4837
60995 90466 16533
38111 37520 34911
38213 22815 74967
44453 3175 44868
48661 63020 81586
84521 17838 54073
26734 54474 76001
82807 53903 79920
75557 92985 2729
20247 97434 20308
41196 19621 57832
92951 87474 67275
30602 85949 82611
49794 49326 69629
6661 6629 87252
12186 5569 34215
81845 97800 42763
97290 15002 81762
94556 89773 67192
336 49239 36778
27504 62927 82731
52767 8397 21233
38454 32691 23267
3213 15744 14693
84362 61524 88043
17411 33671 32044
39870 91577 42822
12934 81373 90128
82740 76912 58942
89709 89362 66285
82358 46466 77147
3722 81483 88511
49203 10112 83263
73181 64991 69408
34330 27331 17953
36118 49267 29442
28535 75322 24439
15107 83683 48047
11628 77754 13692
61413 96976 33036
78084 99982 80533
83267 27639 95737
85586 65675 88984
65219 43658 5244
82805 91890 1204
47629 37482 62434
49703 60142 65141
68266 57593 7656
16559 23001 34672
52237 78969 26084
72871 15114 83678
67422 8624 6564
91764 94891 17674
36647 26311 4044
72262 25747 53484
30782 68258 72096
54220 63575 32136
77278 14164 6383
73074 23052 59154
97946 42607 47018
68305 36231 31339
22687 73654 78717
28202 18502 12924
93398 1427 89213
36464 93123 8467
10416 44113 31000
39142 71210 70854
69723 96764 1992
57153 29672 77430
37442 44066 8919
12918 2770 51038
38772 89671 45593
44143 60884 71427
76022 75376 11088
10291 4878 73074
33482 84240 67149
94604 75718 52289
36276 74880 38912
62010 43325 53531
9985 53369 77706
30606 47681 73413
23596 68486 85126
77067 39984 40023
66177 21241 174
7473 58405 25082
49715 5932 51613
95504 60487 86559
16542 72786 53975
41265 41048 21994
29097 46227 24320
72662 85979 4771
12030 79274 15114
24216 54380 23811
89049 82964 95804
82382 82040 68130
23721 54324 51541
95156 34124 90148
630 69125 15327
52512 98242 12499
45689 53608 16990
40651 12244 56775
87202 63123 9197
33692 21276 6793
98220 70790 27697
74 59406 36308
35808 81005 61924
97511 10806 37376
57146 88700 61892
90384 3386 50969
25504 23268 47781
6390 54107 83054
90957 47329 40692
81372 51984 22187
74318 67853 78389
37790 86279 37815
31455 67561 24103
63926 25497 93769
58638 26696 8030
5456 35274 76482
94796 40164 97131
99896 9168 8245
24580 58993 95671
30063 71840 74235
46220 60487 37531
19072 12254 25534
957 25769 91340
61118 21892 89813
58050 30471 18862
24965 74856 92689
2144 11767 40521
26607 34556 15753
14561 1192 70661
68423 24922 57947
8406 50297 39590
93926 84398 40567
66130 72978 22781
46488 22381 32786
65527 28689 89629
92668 67032 33061
93056 32242 46254
96040 47002 44349
81911 35858 10090
31744 49816 91212
32987 19226 56919
74989 27789 23695
50179 828 35833
23633 9230 13297
27875 33974 53399
50365 50726 58060
450 95645 28450
59605 38808 6027
13047 4857 14608
57718 68132 24175
16592 83263 38801
13733 27439 71700
70387 29433 17487
11561 26676 69742
15920 51769 94804
13645 43589 77855
57752 97504 69026
57600 5315 79627
76465 53606 53237
12656 14161 62385
92026 61424 89346
73619 27011 91274
83592 3046 53469
8874 17716 24379
10409 78117 87080
83623 77748 12107
82023 71696 46507
85389 1415 16675
31017 54654 50886
8362 22196 69510
75850 30991 53953
16217 83174 48093
54727 50348 9267
73277 47458 54479
79753 74453 41224
4484 93263 7446
47024 20515 46712
38044 69778 94674
8172 26711 10214
61372 16814 19008
59617 84259 7765
6791 61943 25365
99380 65944 89073
69471 1711 96119
29002 6730 27233
30237 91697 39972
30553 54528 27150
35606 42678 67625
3515 49315 94089
6943 86210 14079
37754 70339 34293
10918 99119 91248
7184 53416 89619
11936 22762 77911
47484 21804 25926
26456 81512 13500
67183 1704 5064
35865 3065 6636
71229 27438 15621
27419 43415 26493
61817 99997 95883
74881 94706 64789
77088 19406 25288
17961 717 26604
81133 1354 35357
91588 29327 13634
35820 7536 4349
60380 6888 15191
51523 79656 20905
1585 20091 73579
94557 81598 14119
76266 91244 8309
90329 75068 93151
54878 94213 39743
60571 4486 14607
59108 55490 49723
76812 34394 16492
48135 36624 24794
92584 77066 23050
98811 66907 38144
95688 39097 93231
77331 70401 81415
23794 32157 40366
46854 48754 12878
22504 85357 29168
22936 44399 1166
83839 36040 59254
62347 17279 29352
76687 7217 16545
35465 26711 36269
62931 60162 95777
41759 4250 74626
75245 10953 42362
44432 95558 79804
77902 89243 74796
52213 24306 42471
54835 23407 61458
81594 93610 34210
74029 45053 21382
9876 52003 80750
22396 68096 90585
70844 15204 11926
9601 74030 56614
14782 64290 11551
65653 63159 75085
67878 39067 57912
73346 31272 14164
4701 64559 19960
52715 16552 87021
76419 67830 90219
56183 23399 5419
32724 17601 58414
6896 12234 39677
4536 87390 62411
22319 60571 699
23343 52754 52570
92003 40483 74655
1970 80364 16351
54051 50903 83921
68584 31850 35680
47355 3791 10723
79111 46523 36936
36068 2459 10702
75169 78423 56909
26066 1331 24561
69156 7306 40563
93937 32474 25915
29090 2149 14164
56539 48376 82231
11123 22074 31387
87507 83227 28172
43126 45970 57282
76542 92205 3391
97645 30827 28175
31965 18987 16623
53916 16992 37364
72165 36899 44117
33058 92398 45156
42389 3840 71002
95823 29452 45560
43932 97600 73488
88339 96817 22082
21233 2165 89846
9367 57826 83746
67716 56244 66380
90977 59723 31702
13175 96264 55710
80562 13498 29620
11583 24075 6519
32455 10250 54944
70846 35810 9943
10951 22861 80603
16444 82414 24929
12851 105 20657
26421 3855 97332
45358 66056 82098
32194 19582 41496
6250 4302 73657
98518 76178 67029
75024 1074 2291
41958 57706 5042
95723 72110 70271
66558 95593 82062
39227 52039 87176
36178 84747 61138
14742 11311 54942
3510 78065 61386
76201 34458 93079
99229 18935 54405
50225 33708 31442
16845 22425 85934
23986 15284 67905
76530 65462 34833
1446 98031 6283
71083 72823 43967
65020 28554 85638
79811 93488 40659
70808 59165 61728
74112 29531 98799
57079 70621 28483
21695 48487 10399
67723 445 61004
52186 69343 87578
73368 61989 20759
58104 99089 96017
81793 14168 56588
69221 82865 32677
60605 36113 29728
14593 27220 58892
29758 80197 5737
3036 87497 28831
29431 97755 74174
23645 58957 62201
56329 76632 82039
96148 90746 1899
31769 99025 66434
40448 1855 5143
45510 5048 21566
30428 15270 16589
2568 97613 73544
45453 86379 19023
10710 51025 76156
73163 12309 90565
61248 42341 85908
79030 96633 2480
37744 6772 26765
97332 19707 9288
66620 24449 98141
63543 4280 67144
26306 44902 75312
63189 9099 57656
87838 78584 19150
4561 57867 88747
16494 30338 68025
50623 64964 24128
26209 49592 26278
49405 44290 72644
48984 17298 18881
88581 17084 11234
68762 85633 74928
95203 66103 85378
94716 65442 90911
52947 76643 94461
31656 24273 14800
75029 55767 97195
82206 60890 330
49032 85651 95154
95029 86395 44091
529 77768 75299
50013 5204 37323
96914 94119 59246
92714 98950 80692
33515 95735 75968
21275 49040 35071
24516 34763 54595
58430 9195 36579
23403 53877 93005
96299 2282 28312
50084 38870 57105
50504 11411 24508
97709 76036 7672
17619 62237 37939
91946 54088 38874
5436 52184 89945
75635 62350 38423
93747 29426 83250
98688 84659 73570
63823 25423 80386
80617 4022 81444
7895 94010 51853
98525 70804 34811
96635 50800 84209
76217 14701 33262
79291 47494 79675
50603 61757 75247
95392 12961 61445
40935 22187 35085
71387 88174 87892
45940 49570 2585
59797 86908 44818
36660 60258 9084
93724 25623 78533
86147 25353 13310
14926 51061 47
29806 9255 78009
62514 67730 46851
62848 18038 59021
40312 41712 58977
16056 79945 65285
84025 2110 61982
41408 90264 54025
53073 81455 35400
43508 83740 69545
62667 55158 45275
17644 22234 68777
90757 88246 67234
1381 51464 68038
82346 15359 66713
85699 4761 53655
86964 85202 17190
46399 94364 56917
20080 83056 38026
47847 50051 57410
87111 32631 94164
19937 79751 9688
18554 43814 95904
97862 92386 33019
52689 91886 52888
10250 43490 81256
73426 99409 3611
23184 50110 81117
8265 82061 87193
99032 95598 17361
68493 19532 55963
49163 94057 60875
40177 98738 16438
46580 65454 15237
71799 51222 10485
28966 26852 74493
3794 39022 16942
83205 96189 939
96972 87603 33746
77621 71029 72846
42640 69416 63209
58436 46665 39367
2033 86424 34569
34517 4855 88299
75539 63118 54562
95905 48091 68763
76419 93050 9763
79622 89905 23841
38943 26467 67251
57384 83855 99487
1375 87096 35039
64943 77289 71200
50788 35475 67201
9214 86547 53256
36819 94515 14549
51180 81568 4067
57145 78513 84183
59429 50710 38996
62591 77787 84206
85212 20441 13074
63634 87533 11642
27642 36409 75531
84006 59966 50364
67391 45360 2545
46294 44808 76434
17125 57951 52742
32428 66198 40135
25815 81585 66363
55818 42533 3954
7856 88181 94780
42206 71018 77936
98960 19143 27465
75021 39873 67565
59552 93694 6203
99413 9314 19458
78384 6874 77391
64446 43965 34477
66563 80232 59402
1963 69558 88725
38327 96116 84396
43092 47241 42837
97310 13475 72055
50808 76437 36099
3255 40523 19109
50947 6510 78775
74312 876 9732
87874 82774 1096
62708 2121 76105
40218 66503 64038
89530 11614 65898
11906 19938 31558
55908 75907 39615
12423 87662 87765
98446 89643 12225
9947 71055 73408
81585 80199 89003
68565 17597 1523
84111 7051 38225
85774 55961 68333
25659 59335 44585
41662 17988 57273
33623 95735 43824
1853 49222 98740
7759 2273 26462
18620 71557 35908
3 65678 83884
54557 47097 25889
45458 53884 67884
2096 48625 25262
76133 58649 23812
44324 59542 64807
56052 66527 26910
56038 92211 6554
55869 37380 39799
874 15332 55340
67837 26307 34603
68350 96237 47597
41058 68442 72447
89358 53762 6896
12665 93254 80222
12276 65430 94053
37322 12667 20206
34749 93626 82651
6702 45445 73799
43373 759 27087
89685 52653 88797
22006 84647 43945
80256 40436 26596
86091 75259 59240
26248 866 69053
34069 4173 15391
29184 515 27976
19273 82198 48321
7486 19512 64240
34827 94708 74676
43059 93253 73918
61445 5419 30107
2600 66738 22970
46588 59264 50172
27450 11690 49946
42238 39381 59403
99111 70170 34317
73571 38183 29489
59668 5731 1832
98634 85756 14521
52947 48925 48165
92156 17746 40639
35642 6580 98320
42692 61850 41577
15568 38445 47025
58486 68738 20332
21591 62392 36754
68954 39864 24280
44218 69144 39086
97066 89856 72284
82704 61003 94760
21099 44204 70674
53130 98997 52867
12782 68533 64236
40647 87879 7247
32466 75964 21680
1701 37501 2296
73274 4546 51203
15160 9750 53672
26903 33544 74259
50581 62772 89284
73035 64196 78223
74091 72385 3172
34158 99838 34562
78274 70870 52452
11852 2161 9475
1593 1293 93985
7851 35528 47912
78164 27107 60344
44683 57312 99980
43509 43175 50200
63000 24186 49720
8918 95434 12370
35081 56539 33478
76597 47310 75152
74265 9646 49561
92168 22270 83920
21838 51761 23112
94122 13743 24047
95562 9488 8611
60497 73780 25618
8165 60711 68446
18095 72283 98041
90452 30086 36729
74469 61316 71989
92060 77649 45924
36040 99218 94794
5584 24522 59213
35073 7670 14983
20040 77985 56683
90425 74369 85858
18501 66186 92652
48022 54471 54503
69377 66775 71777
20551 83816 62999
55210 68910 22243
49698 37859 84052
7791 94841 12982
74708 18438 28717
94574 84332 51564
37765 63225 88623
52370 28925 45847
8098 57222 64200
33586 64739 89776
32796 64544 15552
42154 39782 87756
25365 79394 60049
48986 70817 98228
50726 12511 1420
61834 3362 68553
82122 58727 89186
49326 17907 6001
96771 65756 76076
81765 65317 79441
75560 31729 29947
10674 78633 18596
4994 37465 10322
38257 40513 46729
75782 83404 83891
30063 82909 97536
36681 39368 34754
59830 15153 95488
47535 11836 33499
99501 49439 53052
94039 29542 114
76065 50800 48451
11420 61515 96338
87197 83306 54078
83628 67741 67748
68282 45048 94627
66744 92807 55651
37080 67256 23296
73228 8705 3931
71624 38577 11879
82140 20769 48685
27347 49822 33985
58270 79695 47956
53561 24721 60666
6135 37440 80594
39618 79332 66077
44436 50401 91563
31363 29284 7775
88974 24817 43337
37996 57030 45939
66173 67626 7071
37687 41822 96455
97510 57379 97538
2489 72338 60905
36744 37608 48938
19129 79921 95316
77483 55600 72915
33070 54137 86837
41757 21357 5557
53768 14346 33567
31301 96298 41565
86085 86771 97711
53394 64217 19751
12538 48474 39951
93705 99047 62674
83768 496 47157
23367 26522 3852
59108 4391 88592
37180 70094 25
87951 54160 52011
74818 56028 11833
20310 86075 77220
63443 58880 14107
87575 43730 90863
69557 91650 44409
20416 90859 85314
48795 81036 14107
41106 18868 53010
36931 4710 64550
13896 74258 38604
89087 94693 11852
25857 2092 74031
93738 8679 61461
27878 76906 80503
70101 36186 56712
69003 889 73980
26132 76636 77501
49825 23089 23933
87115 15700 79261
80874 15997 5147
63972 5119 2582
29651 81378 92960
50183 78478 98925
66671 50074 85983
10370 2338 34762
22578 26943 44245
25708 9095 87184
34464 63220 3268
88626 87281 8668
91517 70187 49744
9430 91558 68334
16599 53835 74445
73439 15533 42622
74884 12967 36143
58196 23765 57928
91421 96014 15100
59734 37358 37755
70889 61509 41934
28587 36062 99111
53113 1389 8904
74091 62336 53889
65447 42417 59834
53385 77473 31197
5577 13146 73295
45585 93680 30213
49885 97922 9385
54675 59223 42954
94261 69679 82330
99074 97947 48399
58235 7222 98740
37960 3658 64801
64874 90665 25168
24101 31755 23251
15543 82824 9910
93806 94764 63083
20333 53685 5783
92034 19299 39462
84373 27504 32819
28221 39463 24607
97514 86813 92540
77526 20556 82980
34789 75070 80223
73820 2967 52726
23555 16877 92047
1682 10706 66355
61219 21862 32183
13 88180 15263
12680 33328 94099
32720 52886 41109
25468 68168 76573
96276 84862 10492
4834 7395 56045
45618 5456 90364
75667 98596 25607
74602 16337 48369
10797 83049 60003
21505 71756 65838
72866 96403 24189
9670 81344 17754
97190 16764 87356
45208 82792 10692
72153 83154 32020
92620 72735 64135
27006 95223 16722
28597 43839 63383
35023 12680 63594
22835 65435 22356
20066 14798 5184
3188 1153 65598
68166 90025 61433
76829 84859 40258
4357 39303 18995
3813 83949 88139
76505 59535 36524
17365 74554 71680
57351 27754 75838
19412 61707 14753
38350 44752 1739
94183 95622 95470
18007 64756 59004
95966 82393 46596
19441 35878 22934
22127 29605 97749
3760 47617 32965
4111 72533 50066
20626 55560 88388
77162 45332 74134
72263 26978 69984
33701 73378 71259
3695 37154 21847
94753 18914 90901
37250 67513 90003
63957 44501 77994
42303 91633 5055
18382 41129 40629
76424 76627 22016
37257 20843 716
40802 57306 90282
38924 50670 75214
68083 37818 54677
80575 64968 27276
47723 59298 23642
27383 72720 50740
32249 71196 46617
43842 47157 36699
6798 16986 36503
49531 31429 42437
18616 90582 50754
45544 39739 54960
69693 79492 82084
82456 15463 3953
401 30598 41424
10629 17234 24498
74511 98434 93078
99779 73742 40410
35382 75955 40755
80466 86617 41015
56375 26851 23587
35981 78771 68351
89552 77019 76507
37878 69967 66948
85954 60380 93887
64021 45400 59923
74605 19427 49462
37177 78323 48949
13635 18878 50399
74548 33448 2957
48140 21433 37198
21652 82531 50144
66691 62456 23517
11579 91050 4053
33362 42491 37640
93470 77397 64634
40305 27207 27435
64765 50247 80693
86858 37082 12982
7395 62022 87163
64591 50091 80662
74004 32929 76052
57814 97241 88988
87468 34993 76261
84948 15718 97551
54983 16516 55586
91194 94580 90135
61071 63372 16870
80848 28424 80249
45071 43490 74521
78123 27048 89448
39759 37977 56898
77794 32183 79303
40253 53432 89867
29154 82531 12150
88040 69053 83251
1736 23903 22581
72622 64767 58552
55258 9961 32505
56823 2278 96184
51892 14507 15832
32627 4841 48802
15646 39793 8099
91125 50992 43089
272 5115 75003
74329 64353 76465
14323 93721 45313
10996 34208 21718
60534 87769 797
38716 81262 11100
41625 7375 43609
56177 73975 66971
17537 42643 68069
15732 76747 39953
98354 46159 16378
66779 44393 27927
48172 72800 31593
47401 25260 87472
78067 20648 3719
94200 50802 91960
27461 82392 92472
64339 25580 77585
17911 8910 58022
10643 94856 12129
46481 31334 4268
55665 82246 77499
44410 35514 32454
84479 30152 49901
40097 2544 88599
6070 97223 56639
85959 27335 922
87753 74209 12456
42243 74973 84486
61695 52222 83755
58963 6113 58603
48885 15484 84684
81368 60498 18548
72568 66668 56902
94077 81132 4322
1549 98409 30995
40979 11289 16797
58852 33451 81473
14491 72945 50912
47061 33364 92212
57641 34190 28067
48518 23788 38781
34880 16815 41519
97060 20839 55591
72935 14578 80345
36967 43407 57984
32463 29546 78472
62571 97230 90464
91051 65966 9579
71062 95587 20126
29226 8118 5482
14830 28152 78356
